kid_age,kid_english_level,previous_events_attended,previous_no_shows,event_category,event_target_level,event_duration_hours,event_price_tnd,distance_km,days_until_event,is_weekend,event_is_featured,weather_rain_prob,weather_temp_c,sms_reminder_sent,attended
6,A1_BEGINNER,18,7,OUTDOOR_THEATER,ALL_LEVELS,2,0,8.72,1,1,0,0.173,24.9,1,0
9,B1_INTERMEDIATE,8,5,role_play_games,B1_INTERMEDIATE,1,45,9.39,7,0,0,0.255,8.7,1,1
9,A1_BEGINNER,25,13,FIELD_TRIP,ALL_LEVELS,2,0,11.34,8,0,1,0,28.7,0,0
10,B1_INTERMEDIATE,0,0,TREASURE_HUNT,A2_ELEMENTARY,4,0,3.7,3,0,0,0.688,26.9,1,0
6,A1_BEGINNER,18,5,Arts_and_crafts,B1_INTERMEDIATE,1,0,8.59,2,0,0,0.389,17.7,0,0
7,A2_ELEMENTARY,28,15,STORYTELLING_PARK,A2_ELEMENTARY,2,0,2.49,5,1,0,0.202,34.4,1,0
12,A2_ELEMENTARY,9,4,Storytelling_park,ALL_LEVELS,2,0,5.69,7,0,0,0.297,26.7,0,1
NA,A2_ELEMENTARY,17,9,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,3,0,10.47,4,1,0,0.239,29.9,1,1
8,A2_ELEMENTARY,6,3,ARTS_AND_CRAFTS,ALL_LEVELS,1.5,44,8.85,2,1,0,null,22.2,0,0
5,A1_BEGINNER,26,9,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,62,4.16,2,0,0,0.362,20.7,1,1
11,B1_INTERMEDIATE,28,6,FIELD_TRIP,ALL_LEVELS,3,0,3,5,0,0,0.226,11.8,1,1
5,A2_ELEMENTARY,7,2,?,A1_BEGINNER,2.5,0,18.55,1,0,0,0.22,19.9,0,0
5,A1_BEGINNER,17,8,STORYTELLING_PARK,A2_ELEMENTARY,1.5,63,14.86,6,1,0,0.371,21.7,1,0
6,A1_BEGINNER,20,6,OUTDOOR_THEATER,A2_ELEMENTARY,2.5,78,6.93,1,0,0,0.583,21.8,0,0
8,A2_ELEMENTARY,20,5,OUTDOOR_THEATER,A1_BEGINNER,2,0,1.09,7,0,0,0.143,29,0,0
6,A1_BEGINNER,17,1,TREASURE_HUNT,A2_ELEMENTARY,2.5,69,19.23,0,0,1,0,13.1,1,1
6,NA,5,2,storytelling_park,B1_INTERMEDIATE,2,65,12.62,5,1,0,0.242,31.5,1,1
10,A2_ELEMENTARY,6,1,SPORTS_AND_ENGLISH,A1_BEGINNER,2.5,75,9.94,3,1,1,0.254,18.6,0,1
9,B1_INTERMEDIATE,12,2,,ALL_LEVELS,2,77,13.55,3,1,0,0,28.3,0,1
9,A2_ELEMENTARY,24,6,Role_play_games,B1_INTERMEDIATE,2,0,10.01,7,0,0,0.348,22.1,0,0
8,A2_ELEMENTARY,15,7,STORYTELLING_PARK,A2_ELEMENTARY,2,21,3.39,4,1,0,0.103,31.5,0,1
13,B1_INTERMEDIATE,4,1,FIELD_TRIP,A2_ELEMENTARY,1,72,1.1,7,0,0,0.145,13.2,1,0
8,B1_INTERMEDIATE,25,6,ENGLISH_PICNIC,A1_BEGINNER,2,0,19.66,1,0,1,0.843,15.3,1,0
11,B1_INTERMEDIATE,2,0,N/A,A1_BEGINNER,3,52,22.12,5,1,0,0.415,30.8,0,1
6,A1_BEGINNER,11,3,FIELD_TRIP,A2_ELEMENTARY,1.5,0,10.4,5,1,0,0.578,16.9,0,1
?,A1_BEGINNER,19,4,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,1.5,0,8.87,10,1,0,0.043,18.7,1,0
5,A2_ELEMENTARY,11,3,NATURE_VOCAB_WALK,B1_INTERMEDIATE,4,0,4.34,25,0,0,0.516,9.6,1,0
7,A1_BEGINNER,30,5,ENGLISH_PICNIC,A1_BEGINNER,3,19,13.28,6,0,0,0.137,?,1,1
250,B1_INTERMEDIATE,18,3,SPORTS_AND_ENGLISH,A1_BEGINNER,2,16,1.15,9,0,1,0.491,35.2,1,1
5,A1_BEGINNER,20,6,ENGLISH_PICNIC,A2_ELEMENTARY,2,0,20.53,3,0,1,0.356,38.1,0,0
12,B1_INTERMEDIATE,10,2,null,A2_ELEMENTARY,3,77,10.25,4,0,0,0.471,27.8,0,0
12,A2_ELEMENTARY,3,1,OUTDOOR_THEATER,B1_INTERMEDIATE,2,61,11,10,0,0,0.067,30.3,0,0
12,A2_ELEMENTARY,3,2,ROLE_PLAY_GAMES,A2_ELEMENTARY,3,0,23.72,1,0,0,0.048,13,1,0
8,A2_ELEMENTARY,11,1,ROLE_PLAY_GAMES,A2_ELEMENTARY,2.5,0,1.05,20,0,0,0.049,11.2,0,1
6,A1_BEGINNER,29,11,null,A1_BEGINNER,3,33,1.1,6,0,0,unknown,9,1,1
13,A2_ELEMENTARY,22,3,STORYTELLING_PARK,B1_INTERMEDIATE,2,59,2.73,6,0,0,0,20.8,1,1
13,A2_ELEMENTARY,26,11,NATURE_VOCAB_WALK,A2_ELEMENTARY,1,0,2.82,11,0,0,0,24.4,1,0
12,B1_INTERMEDIATE,2,1,OUTDOOR_THEATER,,1.5,55,17.04,1,1,1,0.143,6.1,1,0
6,A2_ELEMENTARY,19,4,STORYTELLING_PARK,ALL_LEVELS,1.5,0,9.82,9,0,0,0.297,27.1,0,0
6,A1_BEGINNER,9,2,null,B1_INTERMEDIATE,3,0,17.79,15,0,0,0.172,38.4,0,0
11,B1_INTERMEDIATE,16,9,ARTS_AND_CRAFTS,B1_INTERMEDIATE,2,18,23.29,14,0,0,0.316,21,yes,0
8,A2_ELEMENTARY,23,3,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,50,9.61,26,1,0,0.309,21.1,1,1
9,A2_ELEMENTARY,15,7,ENGLISH_CAMP_DAY,ALL_LEVELS,2.5,0,2.63,16,0,0,0.004,13.6,1,1
11,A2_ELEMENTARY,13,3,FIELD_TRIP,B1_INTERMEDIATE,1.5,52,13.23,11,1,0,0.589,26.7,0,1
6,A1_BEGINNER,7,1,ROLE_PLAY_GAMES,A1_BEGINNER,2.5,0,?,14,0,1,0.211,15.1,0,0
11,B1_INTERMEDIATE,22,6,OUTDOOR_THEATER,ALL_LEVELS,2.5,41,14.27,10,0,0,0,22.1,0,0
12,B1_INTERMEDIATE,16,3,ARTS_AND_CRAFTS,ALL_LEVELS,3,25,9.05,7,0,0,0.536,13.3,1,0
11,A2_ELEMENTARY,8,3,OUTDOOR_THEATER,ALL_LEVELS,2,0,6.73,14,1,0,0.228,28.9,1,0
13,A2_ELEMENTARY,28,10,FIELD_TRIP,ALL_LEVELS,3,48,15.7,10,0,0,0.457,17.3,0,0
11,B1_INTERMEDIATE,11,4,FIELD_TRIP,B1_INTERMEDIATE,2,0,16.09,16,1,0,0.414,15.8,1,0
6,null,23,3,ROLE_PLAY_GAMES,B1_INTERMEDIATE,1,0,17.48,4,0,1,0.583,20.1,1,1
5,A1_BEGINNER,10,1,TREASURE_HUNT,ALL_LEVELS,1.5,41,17.94,11,0,0,0.285,10.4,1,1
7,A1_BEGINNER,23,7,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2.5,62,10.03,16,1,0,0.125,29.8,1,1
6,A2_ELEMENTARY,8,4,OUTDOOR_THEATER,ALL_LEVELS,4,56,22.53,1,0,0,0.054,20.6,0,0
8,A1_BEGINNER,11,2,ARTS_AND_CRAFTS,,4,46,17.87,1,0,0,NA,33.6,0,0
8,A1_BEGINNER,1,0, ENGLISH_CAMP_DAY ,B1_INTERMEDIATE,3,22,6.22,7,0,0,0.204,18.6,yes,1
11,A2_ELEMENTARY,6,2,ENGLISH_PICNIC,ALL_LEVELS,2,50,0.9,6,1,0,0.334,18.4,1,1
12,B1_INTERMEDIATE,25,14,OUTDOOR_THEATER,B1_INTERMEDIATE,2,22,21.85,1,0,0,0.622,20.3,1,0
7,A1_BEGINNER,30,3,TREASURE_HUNT,B1_INTERMEDIATE,2,70,0.26,5,0,0,0.056,13.4,1,1
5,A1_BEGINNER,29,5,ARTS_AND_CRAFTS,A2_ELEMENTARY,3,0,1.81,7,1,0,0,27.3,1,1
12,B1_INTERMEDIATE,1,0,FIELD_TRIP,A2_ELEMENTARY,2.5,0,10.8,8,1,1,0.191,16.1,1,0
12,A2_ELEMENTARY,2,0, FIELD_TRIP ,A1_BEGINNER,4,0,14.42,9,0,0,,18.3,1,1
11,B1_INTERMEDIATE,17,2,TREASURE_HUNT,ALL_LEVELS,3,62,4.56,6,0,0,0.178,6.7,1,1
8,A2_ELEMENTARY,16,5,storytelling_park,B1_INTERMEDIATE,2,0,7.1,17,0,0,0,42,0,1
10,A2_ELEMENTARY,10,5,OUTDOOR_THEATER,ALL_LEVELS,1,0,14.13,4,0,0,0.486,25.8,1,0
6,NA,17,6,STORYTELLING_PARK,B1_INTERMEDIATE,2,0,19.21,22,0,0,0.402,21.7,yes,0
10,A2_ELEMENTARY,2,1,OUTDOOR_THEATER,A1_BEGINNER,1.5,0,8.75,11,0,0,N/A,7.9,1,0
13,A2_ELEMENTARY,1,0,SPORTS_AND_ENGLISH,A1_BEGINNER,3,67,13.34,2,0,0,0.448,35,1,0
7,A2_ELEMENTARY,12,5,OUTDOOR_THEATER,ALL_LEVELS,1.5,38,6.65,1,1,1,0.258,22.1,1,1
7,A1_BEGINNER,11,2,ENGLISH_CAMP_DAY,A1_BEGINNER,2,36,0.26,7,1,0,0.097,19.8,1,1
9,A1_BEGINNER,6,2,SPORTS_AND_ENGLISH,ALL_LEVELS,4,67,15.52,0,1,0,0.083,?,0,1
13,B1_INTERMEDIATE,7,4,ENGLISH_PICNIC,B1_INTERMEDIATE,2.5,0,6.08,3,1,0,0.068,26.2,1,1
13,B1_INTERMEDIATE,27,7,NA,N/A,2,0,9.9,11,0,0,0.076,22.4,0,0
9,B1_INTERMEDIATE,0,0,ENGLISH_PICNIC,ALL_LEVELS,2,0,13.6,9,0,1,0.133,14.5,0,1
11,B1_INTERMEDIATE,2,0,null,ALL_LEVELS,1.5,58,16.31,10,0,0,0,10.5,1,1
6,A1_BEGINNER,11,3,ENGLISH_PICNIC,ALL_LEVELS,4,80,16.05,11,1,0,0,16.2,0,1
10,A2_ELEMENTARY,18,8,STORYTELLING_PARK,ALL_LEVELS,2,42,0.65,12,0,1,0.555,9.2,0,0
13,B1_INTERMEDIATE,11,5,Nature_vocab_walk,A2_ELEMENTARY,1.5,64,7.38,0,1,0,0.466,27.7,1,0
13,,30,3,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,75,12.8,13,0,1,0.467,21.8,1,1
13,B1_INTERMEDIATE,30,3,NATURE_VOCAB_WALK,A1_BEGINNER,3,0,6.98,2,0,0,0.676,10.4,1,0
10,A1_BEGINNER,9,0,TREASURE_HUNT,A1_BEGINNER,3,0,10.23,9,0,0,0.36,19.2,1,1
12,B1_INTERMEDIATE,21,12,STORYTELLING_PARK,A1_BEGINNER,4,0,14.16,17,0,0,0.288,14.6,1,0
12,A2_ELEMENTARY,9,2, TREASURE_HUNT ,A1_BEGINNER,2,40,4.2,17,1,0,0.485,37,0,0
12,B1_INTERMEDIATE,20,5,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2,67,10.17,6,1,0,0,25.7,1,1
12,B1_INTERMEDIATE,29,12,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,10.72,8,1,0,0,36.5,0,0
8,A2_ELEMENTARY,22,4,ENGLISH_PICNIC,A2_ELEMENTARY,3,51,0.43,3,1,0,0.067,3.8,1,1
11,B1_INTERMEDIATE,8,5,N/A,B1_INTERMEDIATE,1,0,7.01,11,0,1,0.348,27.4,1,0
7,A1_BEGINNER,24,3,OUTDOOR_THEATER,ALL_LEVELS,3,0,27.34,2,0,0,0.461,15.7,1,1
8,B1_INTERMEDIATE,19,8,TREASURE_HUNT,ALL_LEVELS,1.5,0,2.72,11,0,0,0.079,34.4,0,0
13,B1_INTERMEDIATE,14,8,NATURE_VOCAB_WALK,B1_INTERMEDIATE,1.5,56,9.07,4,1,0,0.658,22.6,0,0
7,A1_BEGINNER,7,4,unknown,ALL_LEVELS,2.5,0,27.72,8,1,0,0.795,15,1,0
13,A2_ELEMENTARY,21,10,ROLE_PLAY_GAMES,A1_BEGINNER,1.5,0,3.44,21,0,1,N/A,33.8,1,0
12,A2_ELEMENTARY,8,3,ROLE_PLAY_GAMES,A2_ELEMENTARY,4,0,8.22,0,1,0,0,24.3,0,1
6,A1_BEGINNER,25,13,ROLE_PLAY_GAMES,ALL_LEVELS,4,0,8.31,12,no,1,0.198,18.3,yes,0
5,A1_BEGINNER,17,4,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,3,30,8.08,16,1,1,0.383,29.2,0,1
null,B1_INTERMEDIATE,6,3,SPORTS_AND_ENGLISH,A2_ELEMENTARY,1,45,3.04,15,1,0,0.056,15.3,0,0
5,A2_ELEMENTARY,19,5,FIELD_TRIP,A2_ELEMENTARY,4,59,16.2,7,0,0,0.316,24.5,0,0
6,A1_BEGINNER,27,10,FIELD_TRIP,A1_BEGINNER,2,0,2.9,18,0,0,0.339,22.7,0,0
13,B1_INTERMEDIATE,10,1,TREASURE_HUNT,A2_ELEMENTARY,4,0,0.59,21,1,0,0.303,23.2,0,1
11,B1_INTERMEDIATE,25,6,ARTS_AND_CRAFTS,B1_INTERMEDIATE,1.5,37,18.39,6,1,0,0,18.7,1,1
unknown,A2_ELEMENTARY,11,2,FIELD_TRIP,B1_INTERMEDIATE,1.5,0,23.21,11,0,0,0.271,15.3,1,0
7,A1_BEGINNER,6,1,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2,0,12.7,8,0,1,0.2,11.4,0,1
5,A1_BEGINNER,18,2,ENGLISH_PICNIC,A2_ELEMENTARY,2,0,13.88,2,1,0,0.897,18.4,1,1
6,A1_BEGINNER,21,5,TREASURE_HUNT,B1_INTERMEDIATE,2,53,1.34,7,0,0,0.473,27.7,1,1
10,B1_INTERMEDIATE,18,3,ROLE_PLAY_GAMES,B1_INTERMEDIATE,4,56,18.73,9,0,0,0.296,30.8,1,0
5,A2_ELEMENTARY,3,1,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,0.9,6,1,0,0.142,25.1,1,1
,A2_ELEMENTARY,22,12,ARTS_AND_CRAFTS,B1_INTERMEDIATE,2,0,1.4,1,0,1,0.024,30.1,1,0
7,A1_BEGINNER,1,0,TREASURE_HUNT,A1_BEGINNER,2,33,3.43,14,0,0,NA,13.7,0,1
13,B1_INTERMEDIATE,23,12,TREASURE_HUNT,A1_BEGINNER,2,0,14.67,19,0,0,0.044,26.4,0,0
7,A1_BEGINNER,13,2,TREASURE_HUNT,A1_BEGINNER,2,0,5.38,18,0,0,0.375,7.7,0,0
6,A1_BEGINNER,9,4,STORYTELLING_PARK,ALL_LEVELS,2,48,4.79,3,0,0,0,29,1,1
10,A1_BEGINNER,19,7,SPORTS_AND_ENGLISH,ALL_LEVELS,3,0,2.39,8,0,0,0.536,31.7,1,0
13,B1_INTERMEDIATE,17,2,ROLE_PLAY_GAMES,B1_INTERMEDIATE,3,0,12.79,5,0,0,0.743,24.8,0,1
9,A2_ELEMENTARY,15,2,STORYTELLING_PARK,A2_ELEMENTARY,2,0,14.17,18,0,1,0,14.9,1,1
11,A2_ELEMENTARY,17,4,ENGLISH_CAMP_DAY,A1_BEGINNER,1,47,10.69,6,0,1,0.442,26.7,0,1
6,A2_ELEMENTARY,5,3,ENGLISH_CAMP_DAY,NA,3,0,21.03,13,1,1,0.404,23.1,1,0
10,A1_BEGINNER,25,7,ARTS_AND_CRAFTS,A1_BEGINNER,3,16,10.76,16,1,0,0.394,28.2,1,1
6,A1_BEGINNER,16,2,STORYTELLING_PARK,,2.5,71,0.41,8,0,1,0.214,24.1,1,1
7,A1_BEGINNER,7,3,ENGLISH_PICNIC,A1_BEGINNER,2.5,0,3.97,1,0,0,0.576,24.9,1,0
null,B1_INTERMEDIATE,12,7, NATURE_VOCAB_WALK ,A2_ELEMENTARY,2,27,7.8,20,1,0,0.36,29.5,0,0
13,B1_INTERMEDIATE,2,1,ARTS_AND_CRAFTS,A1_BEGINNER,2,0,0.69,10,1,0,0.466,7.5,1,0
9,B1_INTERMEDIATE,18,6,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,4,47,3.61,8,1,1,0.512,18,0,0
12,A2_ELEMENTARY,14,3,ENGLISH_CAMP_DAY,ALL_LEVELS,1.5,0,10.82,5,1,0,0.462,24.9,1,1
9,A1_BEGINNER,5,0,FIELD_TRIP,ALL_LEVELS,2,78,8.95,9,1,0,0.304,29.7,1,1
6,A1_BEGINNER,20,3,SPORTS_AND_ENGLISH,ALL_LEVELS,1,0,9.08,6,1,0,0,16,0,1
7,A2_ELEMENTARY,3,1, TREASURE_HUNT ,B1_INTERMEDIATE,1.5,32,13.2,12,0,0,0.102,15,0,0
13,B1_INTERMEDIATE,28,9,SPORTS_AND_ENGLISH,A2_ELEMENTARY,1,0,10.44,12,0,0,0.436,32.4,1,0
12,B1_INTERMEDIATE,16,2,ENGLISH_PICNIC,A1_BEGINNER,1,0,9.94,2,0,1,0.56,13.9,0,1
5,A2_ELEMENTARY,21,11,field_trip,B1_INTERMEDIATE,2,24,2.99,3,0,0,0.75,31.7,1,0
10,B1_INTERMEDIATE,15,7,FIELD_TRIP,B1_INTERMEDIATE,2,72,?,2,0,0,0,14.4,0,0
8,A1_BEGINNER,30,4,ARTS_AND_CRAFTS,A1_BEGINNER,1.5,22,9.86,7,1,0,0.406,20.4,0,1
8,A2_ELEMENTARY,18,4,Role_play_games,A1_BEGINNER,3,0,4.37,3,1,0,0.467,12.3,0,1
8,A2_ELEMENTARY,13,1,ARTS_AND_CRAFTS,B1_INTERMEDIATE,3,0,NA,5,0,0,0.264,39,1,1
11,A2_ELEMENTARY,25,5,ARTS_AND_CRAFTS,A2_ELEMENTARY,2,63,2.51,17,0,1,0.234,11.7,1,1
7,A1_BEGINNER,6,1,STORYTELLING_PARK,ALL_LEVELS,1.5,0,15.34,13,1,0,0.001,22.9,1,1
10,A1_BEGINNER,22,8,ENGLISH_PICNIC,A1_BEGINNER,2,67,8.07,17,1,0,0.275,6.9,1,0
10,A2_ELEMENTARY,8,1,TREASURE_HUNT,A2_ELEMENTARY,2.5,0,13.8,8,1,0,0.422,21.4,1,1
11,B1_INTERMEDIATE,6,3,ENGLISH_PICNIC,A2_ELEMENTARY,2,38,8.51,4,0,0,0.13,21.3,0,0
6,null,25,2,ENGLISH_CAMP_DAY,A2_ELEMENTARY,1,0,18.5,23,0,0,0.236,14.2,1,0
9,A2_ELEMENTARY,2,1,STORYTELLING_PARK,A1_BEGINNER,4,47,3.61,10,0,0,0.32,14.5,1,0
12,A2_ELEMENTARY,1,1,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2,0,8.6,0,0,0,0.362,?,1,0
8,A2_ELEMENTARY,2,1,OUTDOOR_THEATER,N/A,2,51,2.91,5,1,0,0.125,23.6,0,0
6,A2_ELEMENTARY,22,3,ROLE_PLAY_GAMES,A2_ELEMENTARY,4,0,9.31,3,0,0,0.132,34.2,1,1
11,A2_ELEMENTARY,18,7,STORYTELLING_PARK,A1_BEGINNER,2,43,9.34,5,0,0,0.506,18.6,1,1
N/A,A2_ELEMENTARY,21,10,ARTS_AND_CRAFTS,A2_ELEMENTARY,1,0,14.23,9,1,0,0.283,27.7,1,0
11,A2_ELEMENTARY,1,0,STORYTELLING_PARK,ALL_LEVELS,2,46,3.6,1,0,0,0.72,34.6,0,1
7,A1_BEGINNER,28,12,STORYTELLING_PARK,ALL_LEVELS,2.5,70,3.23,3,1,0,0.345,26.2,1,0
6,A1_BEGINNER,12,7,Outdoor_theater,A2_ELEMENTARY,3,70,7.8,15,1,0,0.231,7.9,0,0
10,A2_ELEMENTARY,8,1,ENGLISH_CAMP_DAY,A2_ELEMENTARY,2,0,17.02,7,1,0,0.181,32.4,0,0
13,A2_ELEMENTARY,28,10,unknown,A2_ELEMENTARY,4,0,12.86,13,1,0,0.575,35.5,1,0
9,B1_INTERMEDIATE,25,14,OUTDOOR_THEATER,A2_ELEMENTARY,3,23,12.04,8,1,1,0.245,15.4,1,0
7,A1_BEGINNER,25,12,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2.5,0,4.74,1,0,0,0.354,19.3,1,0
9,A1_BEGINNER,22,2,STORYTELLING_PARK,A1_BEGINNER,3,0,8.74,2,0,0,0.16,10.5,0,1
unknown,B1_INTERMEDIATE,22,13,ROLE_PLAY_GAMES,A1_BEGINNER,1,0,12.53,10,0,0,0.077,10.7,0,0
5,A1_BEGINNER,21,10,SPORTS_AND_ENGLISH,A1_BEGINNER,3,47,16.25,7,0,0,0.169,31.6,1,1
8,A1_BEGINNER,23,7,NATURE_VOCAB_WALK,A2_ELEMENTARY,2,0,13.16,12,1,0,0.641,23.2,1,0
12,A2_ELEMENTARY,11,1,FIELD_TRIP,A1_BEGINNER,3,75,15.23,8,0,0,0.692,1.2,0,0
11,unknown,24,0,ARTS_AND_CRAFTS,A1_BEGINNER,2.5,0,31.95,16,1,0,0.631,23.6,1,1
6,A1_BEGINNER,27,13,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,3,0,28.92,11,1,0,0.021,31.6,1,1
9,A2_ELEMENTARY,13,6,NATURE_VOCAB_WALK,B1_INTERMEDIATE,3,27,7.73,11,1,0,0.232,21.2,0,0
8,A1_BEGINNER,1,0,STORYTELLING_PARK,B1_INTERMEDIATE,2.5,43,10.39,1,1,0,0,33.2,0,1
6,A2_ELEMENTARY,21,9,N/A,A1_BEGINNER,2,0,15.2,10,0,0,0.182,15.9,1,0
8,A1_BEGINNER,22,13,NATURE_VOCAB_WALK,A2_ELEMENTARY,4,62,17.45,18,0,0,0.322,20.4,1,0
7,A1_BEGINNER,28,15,NATURE_VOCAB_WALK,ALL_LEVELS,2,71,7.52,2,1,0,0,27.9,1,1
5,A1_BEGINNER,27,9,STORYTELLING_PARK,B1_INTERMEDIATE,2.5,43,16.82,5,1,0,0.376,17.5,1,0
5,A2_ELEMENTARY,13,8,SPORTS_AND_ENGLISH,A1_BEGINNER,2,0,8.24,12,0,0,0.001,unknown,0,0
12,B1_INTERMEDIATE,24,11,ENGLISH_CAMP_DAY,A1_BEGINNER,2,74,8.32,1,1,1,0.413,30.8,0,0
11,A2_ELEMENTARY,6,3,ARTS_AND_CRAFTS,A2_ELEMENTARY,1.5,0,5.43,15,0,0,0.376,19.8,1,0
10,A1_BEGINNER,0,0,ROLE_PLAY_GAMES,A2_ELEMENTARY,1.5,0,17.03,10,0,0,0.202,22.2,1,1
6,A2_ELEMENTARY,6,1, NATURE_VOCAB_WALK ,A1_BEGINNER,2,71,NA,6,1,0,0.284,14.8,1,0
8,A2_ELEMENTARY,12,7,FIELD_TRIP,ALL_LEVELS,4,0,17.42,7,no,0,0,26.7,1,0
13,A2_ELEMENTARY,23,7,OUTDOOR_THEATER,B1_INTERMEDIATE,3,0,17.19,14,0,0,0,18,0,0
7,A2_ELEMENTARY,17,10,NATURE_VOCAB_WALK,A1_BEGINNER,1,24,7.94,13,0,0,0.376,22.1,0,1
13,B1_INTERMEDIATE,5,3,ROLE_PLAY_GAMES,A1_BEGINNER,2,55,3.62,0,1,0,0.365,25.4,1,0
11,B1_INTERMEDIATE,29,17,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,3,0,5.17,12,0,0,0.229,17.4,1,0
11,null,6,2,STORYTELLING_PARK,B1_INTERMEDIATE,1,0,15.34,4,1,0,0.132,22.9,1,0
10,A2_ELEMENTARY,26,2,ENGLISH_PICNIC,B1_INTERMEDIATE,1.5,0,12.72,4,1,0,0.309,5.6,1,1
12,B1_INTERMEDIATE,5,3,ENGLISH_PICNIC,B1_INTERMEDIATE,2,0,7.94,6,0,0,0.32,13,1,0
5,A2_ELEMENTARY,18,7,SPORTS_AND_ENGLISH,ALL_LEVELS,2.5,21,4.49,11,0,1,0.357,39.7,0,0
9,A2_ELEMENTARY,14,7,english_picnic,B1_INTERMEDIATE,3,58,17.73,3,0,0,0.386,32.7,1,0
6,A1_BEGINNER,12,2,ARTS_AND_CRAFTS,ALL_LEVELS,2.5,0,16.57,14,1,0,0.176,12.9,1,1
7,A2_ELEMENTARY,9,5,ROLE_PLAY_GAMES,A2_ELEMENTARY,2.5,57,19.67,4,1,0,0.524,31.8,1,1
13,B1_INTERMEDIATE,6,2,ENGLISH_CAMP_DAY,ALL_LEVELS,1,18,10.64,18,0,0,0.207,21.9,1,1
7,A1_BEGINNER,25,9,TREASURE_HUNT,ALL_LEVELS,4,25,11.59,3,1,0,0.427,32.4,1,0
6,A1_BEGINNER,23,11,TREASURE_HUNT,B1_INTERMEDIATE,1,0,15.32,13,0,0,0.299,12.9,1,0
8,A1_BEGINNER,28,12,ROLE_PLAY_GAMES,B1_INTERMEDIATE,3,70,1.06,11,0,0,0.377,25.9,1,0
9,A2_ELEMENTARY,17,9,ROLE_PLAY_GAMES,ALL_LEVELS,2,0,1.22,3,0,0,0.306,11.9,1,0
10,B1_INTERMEDIATE,16,9,sports_and_english,A1_BEGINNER,2.5,60,20.63,13,1,0,0.12,22.7,yes,0
7,A2_ELEMENTARY,16,1,NATURE_VOCAB_WALK,B1_INTERMEDIATE,3,0,5.79,4,0,0,0.318,36.2,0,0
9,A2_ELEMENTARY,26,6,NATURE_VOCAB_WALK,A1_BEGINNER,2.5,59,12.2,11,0,0,0.12,22.9,0,1
11,B1_INTERMEDIATE,8,5,ARTS_AND_CRAFTS,ALL_LEVELS,2,26,19.57,20,1,0,0.199,33.3,0,0
8,A1_BEGINNER,3,0,FIELD_TRIP,A1_BEGINNER,4,0,6.04,6,0,0,0.297,12.7,1,0
5,A1_BEGINNER,18,5,STORYTELLING_PARK,ALL_LEVELS,3,38,0.33,5,1,0,0.604,23.1,1,1
5,A1_BEGINNER,21,6,TREASURE_HUNT,A2_ELEMENTARY,2,0,17.27,5,1,0,0.275,14.1,0,1
12,B1_INTERMEDIATE,9,5,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,1,32,15.01,5,1,0,0,9.9,1,1
7,A1_BEGINNER,11,1,OUTDOOR_THEATER,A2_ELEMENTARY,4,20,3.42,4,0,0,0.329,16.5,1,1
8,A2_ELEMENTARY,13,3,SPORTS_AND_ENGLISH,A1_BEGINNER,1.5,0,12.88,20,0,0,0,,1,0
6,A2_ELEMENTARY,7,2,FIELD_TRIP,A2_ELEMENTARY,2,0,15.08,7,0,0,0.279,27.8,1,1
7,A2_ELEMENTARY,3,1,TREASURE_HUNT,A1_BEGINNER,1.5,61,4.08,6,1,0,0.538,11.1,1,0
13,B1_INTERMEDIATE,20,2,Sports_and_english,A2_ELEMENTARY,1.5,58,1.24,16,1,0,0.257,26.5,1,1
12,A2_ELEMENTARY,15,9,N/A,B1_INTERMEDIATE,2.5,0,6.31,0,0,0,0.029,30.2,1,0
7,A2_ELEMENTARY,22,9,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,30,11.24,3,0,1,0.619,23,1,0
12,A2_ELEMENTARY,3,1,ROLE_PLAY_GAMES,A1_BEGINNER,1.5,48,9.5,15,1,0,0.591,31,0,1
unknown,B1_INTERMEDIATE,30,6,?,A2_ELEMENTARY,2.5,16,8.85,8,1,0,0.247,15.3,0,1
10,B1_INTERMEDIATE,27,15,ARTS_AND_CRAFTS,?,2,79,0.71,13,1,0,0.481,19.3,0,0
7,A1_BEGINNER,18,1,OUTDOOR_THEATER,A1_BEGINNER,1.5,46,10.04,5,1,0,0.182,25.4,0,1
9,A2_ELEMENTARY,30,18,STORYTELLING_PARK,A1_BEGINNER,1,0,0.95,13,0,0,0.095,19.9,1,0
